x y
1510.478063429996 403.19357811737035
291.5992109262951 685.2233959907559
1007.158669696238 898.0432571585031
305.2654786469296 702.0518863699571
1480.054924361433 404.9742767167685
803.3741633523466 1394.9319393102353
91.02587812920197 618.7090638892752
994.5025057985686 888.5542145773112
293.97504921460643 681.5928268418475
298.3599835567318 707.1104354928306
311.107593573984 705.2972746527315
300.6998784646147 713.7838266878144
1493.5365462490468 394.9173647350036
1504.3629085910754 418.59471504595786
1006.0000255118244 901.6686076312299
1511.5390846970768 407.43199457071654
95.10553162280368 588.4272570510545
790.9967024097423 1394.8000696110232
102.10656095145042 587.3189128880052
299.381074267944 695.18297710023
102.47011322302059 603.5029827105647
98.14462080200579 604.7925580843381
106.95615208153167 581.9608363759238
1490.4262258881681 402.7016353038449
783.4947652057554 1395.2662523718182
96.51019412487862 603.2470037501704
109.65568973243006 601.5524811752103
801.6149640376491 1400.2726634574467
794.3598270443008 1406.7290685913988
289.6947267471675 690.966277038432
801.4439754686321 1396.2590870411243
1004.8095902134614 910.3173117369371
789.5899184935417 1407.5784330968922
105.40120286831973 601.4899774511331
800.3631544771474 1401.346622649977
309.9113548992909 705.0433483758857
92.11845656448575 592.3224817096042
989.0005184081682 901.1825145585202
1000.4837094305321 907.1171795860672
801.2065737287614 1395.6113787974787
292.61200853737574 688.8856983361181
1499.3947122752656 379.1262771525454
1002.8662586479877 906.6052567526423
1009.5093465791896 894.1845931885491
996.6398264155498 894.0084510548464
1503.5549356197212 405.23572844311127
1006.1543132724044 902.1962693301106
796.2149981183544 1410.7554346336005
1497.8028938569073 406.5800480421472
1497.397752678894 419.9596945106103
